Brand;Price;Model;Year;Odometer;Transmission;Fuel;Horse_Power;Engine
lada;1015900;granta;2024;None;механика;бензин;106;1.6
lada;1000900;granta;2024;None;механика;бензин;90;1.6
haval;2449000;f7;2024;None;автомат;бензин;150;1.5
jetour;3999000;;2024;None;автомат;бензин;245;2.0
lada;1668900;vesta;2024;None;механика;бензин;106;1.6
haval;2299000;jolion;2024;None;автомат;бензин;143;1.5
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
lada;1602900;vesta;2024;None;механика;бензин;106;1.6
haval;2649000;jolion;2024;None;автомат;бензин;150;1.5
lada;1015900;granta;2024;None;механика;бензин;106;1.6
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
;2019000;;2024;None;автомат;бензин;123;1.6
lada;955900;granta;2024;None;механика;бензин;90;1.6
;2251900;;2024;None;автомат;бензин;147;1.5
haval;3399000;dargo;2024;None;автомат;бензин;192;2.0
haval;2799000;jolion;2024;None;автомат;бензин;150;1.5
lada;996900;granta;2024;None;механика;бензин;90;1.6
;4599000;;2024;None;автомат;бензин;220;2.0
lada;970900;granta;2024;None;механика;бензин;90;1.6
lada;955900;granta;2024;None;механика;бензин;90;1.6
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
lada;940900;granta;2024;None;механика;бензин;90;1.6
lada;981900;granta;2024;None;механика;бензин;90;1.6
lada;1593900;vesta;2024;None;механика;бензин;106;1.6
haval;3399000;dargo;2024;None;автомат;бензин;192;2.0
geely;2919990;coolray;2024;None;автомат;бензин;147;1.5
lada;1217900;niva;2024;None;механика;бензин;80;1.7
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
lada;1807900;vesta;2024;None;автомат;бензин;122;1.8
geely;4189990;tugella;2024;None;автомат;бензин;200;2.0
lada;1718900;vesta;2024;None;автомат;бензин;122;1.8
lada;2127900;vesta;2024;None;автомат;бензин;122;1.8
lada;1015900;granta;2024;None;механика;бензин;90;1.6
changan;3529900;;2024;None;автомат;бензин;226;2.0
;2500990;;2024;None;автомат;бензин;150;1.5
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
lada;1593900;vesta;2024;None;механика;бензин;106;1.6
lada;1015900;granta;2024;None;механика;бензин;90;1.6
lada;1602900;vesta;2024;None;механика;бензин;106;1.6
lada;1459900;vesta;2024;None;механика;бензин;106;1.6
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
haval;2299000;m6;2024;None;автомат;бензин;143;1.5
lada;996900;granta;2024;None;механика;бензин;90;1.6
haval;3249000;f7;2024;None;автомат;бензин;190;2.0
lada;985900;granta;2024;None;механика;бензин;90;1.6
geely;4289990;tugella;2024;None;автомат;бензин;238;2.0
lada;955900;granta;2024;None;механика;бензин;90;1.6
lada;1026900;granta;2024;None;механика;бензин;90;1.6
lada;1459900;vesta;2024;None;механика;бензин;106;1.6
lada;1688900;vesta;2024;None;механика;бензин;106;1.6
geely;3393990;atlas;2024;None;автомат;бензин;177;1.5
;2400990;;2024;None;автомат;бензин;150;1.5
geely;3393990;atlas;2024;None;автомат;бензин;177;1.5
lada;1015900;granta;2024;None;механика;бензин;90;1.6
lada;996900;granta;2024;None;механика;бензин;90;1.6
geely;4544990;monjaro;2024;None;автомат;бензин;238;2.0
haval;2799000;jolion;2024;None;автомат;бензин;150;1.5
lada;1459900;vesta;2024;None;механика;бензин;106;1.6
toyota;13999000;;2023;None;акпп;дизель;299;3.3
toyota;5299000;;2023;None;автомат;бензин;171;2.0
toyota;7700000;highlander;2023;None;автомат;бензин;248;2.0
toyota;3100000;corolla;2023;None;автомат;бензин;121;1.5
haval;2185000;m6;2023;None;робот;бензин;143;1.5
haval;2185000;m6;2023;None;робот;бензин;143;1.5
changan;3870900;;2023;None;акпп;бензин;226;2.0
toyota;5154000;;2023;None;автомат;бензин;209;2.5
chery;4062000;tiggo 8 pro;2023;None;робот;бензин;197;2.0
chery;3082000;tiggo 7 pro max;2023;None;вариатор;бензин;147;1.5
chery;2542000;tiggo 4 pro;2023;None;вариатор;бензин;147;1.5
chery;2932000;tiggo 7 pro max;2023;None;вариатор;бензин;147;1.5
haval;3050000;dargo;2023;None;робот;бензин;192;2.0
haval;3049000;f7;2023;None;робот;бензин;190;2.0
haval;2699000;f7;2023;None;робот;бензин;150;1.5
haval;2700000;f7;2023;None;робот;бензин;190;2.0
;1990000;;2023;None;вариатор;бензин;147;1.5
;2679900;;2023;None;робот;бензин;150;1.6
;1920000;;2023;None;механика;бензин;112;2.7
changan;3350000;uni-k;2023;None;акпп;бензин;226;2.0
haval;2449000;jolion;2023;None;робот;бензин;143;1.5
;4450000;;2023;None;акпп;гибрид;150;1.5
zeekr;6700999;001;2023;22;автомат;электро;544;None
geely;2009990;coolray;2023;None;робот;бензин;147;1.5
geely;1719990;emgrand;2023;None;механика;бензин;122;1.5
geely;2319990;coolray;2023;None;робот;бензин;147;1.5
geely;1729990;emgrand;2023;None;механика;бензин;122;1.5
;2850000;;2023;None;робот;бензин;186;1.6
;2830000;;2023;None;робот;бензин;186;1.6
;2610000;;2023;None;робот;бензин;150;1.6
;2690000;;2023;None;робот;бензин;150;1.6
;4240000;;2023;None;робот;бензин;249;2.0
;3220000;;2023;None;робот;бензин;197;2.0
;3580174;;2023;None;робот;бензин;197;2.0
;3600000;;2023;None;робот;бензин;197;2.0
changan;2929900;;2023;None;робот;бензин;181;1.5
toyota;2200000;vios;2023;30;вариатор;бензин;109;1.5
hyundai;3050000;tucson;2023;20501;акпп;бензин;150;2.0
changan;2399900;;2023;None;робот;бензин;155;1.4
haval;1929000;m6;2023;None;механика;бензин;143;1.5
changan;3890000;uni-k;2023;None;акпп;бензин;226;2.0
changan;1799900;alsvin;2023;None;робот;бензин;98;1.5
haval;1959000;jolion;2023;None;робот;бензин;143;1.5
chery;3012000;tiggo 8;2023;None;робот;бензин;147;1.5
chery;3272000;arrizo 8;2023;None;робот;бензин;186;1.6
chery;3372000;arrizo 8;2023;None;робот;бензин;186;1.6
chery;3082000;tiggo 7 pro max;2023;None;вариатор;бензин;147;1.5
chery;2422000;tiggo 4 pro;2023;None;вариатор;бензин;113;1.5
haval;3469000;dargo;2023;None;робот;бензин;192;2.0
haval;2299000;m6;2023;None;робот;бензин;143;1.5
haval;2599000;f7;2023;None;робот;бензин;150;1.5
haval;1799000;m6;2023;None;механика;бензин;143;1.5
haval;1799000;m6;2023;None;механика;бензин;143;1.5
haval;3000000;dargo;2023;None;робот;бензин;192;2.0
haval;2419000;jolion;2023;None;робот;бензин;150;1.5
haval;2199000;jolion;2023;None;робот;бензин;143;1.5
;1336500;;2023;None;механика;бензин;83;1.7
;1011900;;2023;None;механика;бензин;90;1.6
;1217900;;2023;None;механика;бензин;80;1.7
;1459900;;2023;None;механика;бензин;106;1.6
changan;3300000;uni-k;2023;None;акпп;бензин;226;2.0
;1656900;;2023;None;механика;бензин;106;1.6
;7490000;;2023;None;акпп;гибрид;154;1.5
;1218000;;2023;None;механика;бензин;80;1.7
;1459900;;2023;None;механика;бензин;106;1.6
;6359000;;2023;None;акпп;гибрид;245;2.0
;6359000;;2023;None;акпп;гибрид;299;3.0
;4346529;;2023;None;акпп;бензин;220;2.0
;4684360;;2023;None;акпп;бензин;220;2.0
geely;2489990;emgrand;2023;None;акпп;бензин;122;1.5
geely;3950000;tugella;2023;None;акпп;бензин;238;2.0
geely;2489990;emgrand;2023;None;акпп;бензин;122;1.5
geely;2550990;coolray;2023;None;робот;бензин;147;1.5
geely;1880000;emgrand;2023;None;акпп;бензин;122;1.5
chery;3861000;tiggo 8 pro;2023;None;робот;бензин;197;2.0
haval;2425000;jolion;2023;25262;робот;бензин;150;1.5
haval;3750000;h5;2023;359;автомат;бензин;218;2.0
haval;2059000;jolion;2023;None;робот;бензин;143;1.5
;2908900;;2023;None;робот;бензин;186;1.6
;3389900;;2023;None;робот;бензин;186;1.6
;2339900;;2023;None;вариатор;бензин;147;1.5
;3579900;;2023;None;робот;бензин;186;1.6
;3579900;;2023;None;робот;бензин;186;1.6
haval;2599000;f7;2023;None;робот;бензин;190;2.0
toyota;4444444;;2023;15000;вариатор;гибрид;152;2.0
haval;2150000;jolion;2023;None;робот;бензин;143;1.5
;6700000;;2023;None;акпп;бензин;249;2.0
;4680000;;2023;None;робот;бензин;197;2.0
chery;2430000;tiggo 7 pro;2023;None;вариатор;бензин;147;1.5
;2339900;;2023;None;вариатор;бензин;147;1.5
;4190999;;2023;8500;акпп;гибрид;108;1.5
;2169900;;2023;None;вариатор;бензин;147;1.5
;2679900;;2023;None;робот;бензин;150;1.6
;2339900;;2023;None;вариатор;бензин;147;1.5
haval;2049000;m6;2023;None;робот;бензин;143;1.5
great wall;3199000;poer;2023;None;механика;дизель;150;2.0
great wall;3749000;poer;2023;None;акпп;дизель;150;2.0
great wall;3199000;poer;2023;None;механика;дизель;150;2.0
haval;2299000;m6;2023;None;робот;бензин;143;1.5
haval;3379000;f7;2023;None;робот;бензин;190;2.0
haval;2399000;f7;2023;None;робот;бензин;150;1.5
haval;3349000;f7;2023;None;робот;бензин;190;2.0
haval;3299000;f7;2023;None;робот;бензин;190;2.0
chery;4351000;tiggo 8 pro;2023;None;робот;бензин;197;2.0
chery;2460000;tiggo 4 pro;2023;None;вариатор;бензин;147;1.5
chery;3410000;arrizo 8;2023;None;робот;бензин;186;1.6
chery;4351000;tiggo 8 pro;2023;None;робот;бензин;197;2.0
changan;3300000;uni-k;2023;None;акпп;бензин;226;2.0
;3389900;;2023;None;робот;бензин;186;1.6
;2299900;;2023;None;вариатор;бензин;147;1.5
;2449900;;2023;None;вариатор;бензин;147;1.5
geely;2609990;coolray;2023;None;робот;бензин;147;1.5
geely;2719990;coolray;2023;None;робот;бензин;147;1.5
geely;2419990;coolray;2023;None;робот;бензин;147;1.5
geely;1699990;emgrand;2023;None;акпп;бензин;122;1.5
geely;1859989;emgrand;2023;None;акпп;бензин;122;1.5
geely;1759990;emgrand;2023;None;акпп;бензин;122;1.5
geely;1895000;emgrand;2023;None;акпп;бензин;122;1.5
geely;1890000;emgrand;2023;None;акпп;бензин;122;1.5
;2650000;;2023;None;робот;бензин;150;1.6
;2850000;;2023;None;робот;бензин;150;1.6
;2590000;;2023;None;вариатор;бензин;147;1.5
;3280000;;2023;None;робот;бензин;197;2.0
;3600000;;2023;None;робот;бензин;197;2.0
;2840000;;2023;None;робот;бензин;186;1.6
;3920000;;2023;None;робот;бензин;249;2.0
;4340900;;2023;None;робот;бензин;249;2.0
;3930000;;2023;None;робот;бензин;249;2.0
kia;4050000;sportage;2023;24;акпп;бензин;236;2.0
jac;3099000;t8;2023;None;механика;бензин;204;2.4
jac;2200000;;2023;None;робот;бензин;180;1.5
jac;2099000;;2023;None;робот;бензин;180;1.5
jac;1999000;;2023;None;вариатор;бензин;136;1.5
jac;1999000;;2023;None;вариатор;бензин;136;1.5
jac;1499900;s3;2023;None;вариатор;бензин;109;1.6
;2349000;;2023;None;робот;бензин;147;1.5
;2199000;;2023;None;робот;бензин;147;1.5
;1670000;;2023;None;вариатор;бензин;103;1.5
;1599000;;2023;None;вариатор;бензин;103;1.5
;1449000;;2023;None;вариатор;бензин;103;1.5
isuzu;3900000;d-max;2023;None;автомат;дизель;150;2.5
haval;2185000;m6;2023;None;робот;бензин;143;1.5
;1495000;;2023;None;механика;бензин;112;2.7
;1816000;;2023;None;механика;бензин;150;2.7
haval;3199000;dargo;2023;None;робот;бензин;192;2.0
haval;2899000;dargo;2023;None;робот;бензин;192;2.0
haval;2870000;f7;2023;None;робот;бензин;190;2.0
haval;2599000;f7;2023;None;робот;бензин;150;1.5
haval;2899000;f7;2023;None;робот;бензин;190;2.0
haval;2049000;m6;2023;None;робот;бензин;143;1.5
jetour;3469900;x90 plus;2023;None;робот;бензин;244;2.0
toyota;3330000;corolla;2023;None;вариатор;бензин;168;2.0
jetour;3094122;x90 plus;2023;None;робот;бензин;244;2.0
jetour;3150900;x90 plus;2023;None;робот;бензин;190;1.6
jetour;2939900;dashing;2023;None;робот;бензин;190;1.6
jetour;3094122;x90 plus;2023;None;робот;бензин;244;2.0
jetour;2939900;dashing;2023;None;робот;бензин;190;1.6
jetour;2699900;x70 plus;2023;None;робот;бензин;190;1.6
jetour;2939900;dashing;2023;None;робот;бензин;190;1.6
jetour;2729900;dashing;2023;None;робот;бензин;147;1.5
jetour;2729900;dashing;2023;None;робот;бензин;147;1.5
jetour;2939900;dashing;2023;None;робот;бензин;190;1.6
jetour;2775616;x70 plus;2023;None;робот;бензин;190;1.6
jetour;2939900;dashing;2023;None;робот;бензин;190;1.6
;3609000;;2023;None;робот;бензин;186;1.6
;3329900;;2023;None;робот;бензин;186;1.6
;3329900;;2023;None;робот;бензин;186;1.6
;3789900;;2023;None;робот;бензин;186;1.6
;2949900;;2023;None;вариатор;бензин;147;1.5
;2429900;;2023;None;робот;бензин;150;1.6
;2269900;;2023;None;вариатор;бензин;147;1.5
;2159900;;2023;None;вариатор;бензин;147;1.5
;2429900;;2023;None;робот;бензин;150;1.6
;1999900;;2023;None;вариатор;бензин;147;1.5
;2149900;;2023;None;вариатор;бензин;147;1.5
;2529900;;2023;None;робот;бензин;150;1.6
;1759900;;2023;None;вариатор;бензин;113;1.5
lexus;22400000;lx;2023;None;акпп;бензин;415;3.4
;4195000;;2023;None;робот;бензин;249;2.0
;4230000;;2023;None;робот;бензин;249;2.0
;4165000;;2023;None;робот;бензин;249;2.0
geely;4294990;monjaro;2023;None;акпп;бензин;238;2.0
geely;2459989;coolray;2023;None;робот;бензин;147;1.5
geely;1749990;emgrand;2023;None;механика;бензин;122;1.5
geely;1809989;emgrand;2023;None;акпп;бензин;122;1.5
geely;2389990;coolray;2023;None;робот;бензин;147;1.5
geely;3670000;monjaro;2023;None;акпп;бензин;238;2.0
changan;3440000;uni-k;2023;None;акпп;бензин;226;2.0
;12000000;;2023;4000;акпп;гибрид;154;1.5
lexus;9290000;rx;2023;25;акпп;бензин;275;2.4
geely;3680000;monjaro;2023;None;акпп;бензин;238;2.0
honda;3095000;vezel;2023;300;вариатор;бензин;124;1.5
;1750000;;2023;None;механика;бензин;150;2.7
;1450000;;2023;None;механика;бензин;112;2.7
geely;3950000;monjaro;2023;7;акпп;бензин;238;2.0
;2872000;;2023;None;акпп;бензин;217;2.0
;4050000;;2023;7300;акпп;гибрид;108;1.5
jac;2949000;t8;2023;None;механика;бензин;204;2.4
;4700000;;2023;300;акпп;бензин;220;2.0
;4260000;;2023;None;робот;бензин;186;1.6
;5450000;;2023;None;робот;бензин;249;2.0
;4680000;;2023;None;робот;бензин;197;2.0
chery;3082000;tiggo 7 pro max;2023;None;вариатор;бензин;147;1.5
chery;2932000;tiggo 7 pro max;2023;None;вариатор;бензин;147;1.5
gac;2709000;;2023;None;акпп;бензин;137;1.5
land rover;31170000;range rover;2023;None;акпп;бензин;530;4.4
;3789900;;2023;None;робот;бензин;186;1.6
changan;2800000;cs55;2023;None;робот;бензин;181;1.5
changan;2800000;cs55;2023;None;робот;бензин;181;1.5
;4990000;;2023;16800;акпп;гибрид;299;3.0
;1580000;;2023;25000;вариатор;бензин;147;1.5
;3310000;;2023;None;робот;бензин;150;1.6
chery;2593800;tiggo 4 pro;2023;None;вариатор;бензин;147;1.5
haval;3429000;dargo;2023;None;робот;бензин;192;2.0
haval;3429000;dargo;2023;None;робот;бензин;192;2.0
haval;3269000;dargo;2023;None;робот;бензин;192;2.0
haval;3499000;dargo;2023;None;робот;бензин;192;2.0
haval;3229000;dargo;2023;None;робот;бензин;192;2.0
haval;3199000;dargo;2023;None;робот;бензин;192;2.0
haval;3579000;dargo;2023;None;робот;бензин;192;2.0
haval;3579000;dargo;2023;None;робот;бензин;192;2.0
great wall;3449000;poer;2023;None;механика;дизель;150;2.0
great wall;3789000;poer;2023;None;акпп;дизель;150;2.0
;3300900;;2023;None;робот;бензин;150;1.6
great wall;3789000;poer;2023;None;акпп;дизель;150;2.0
great wall;3789000;poer;2023;None;акпп;дизель;150;2.0
great wall;3789000;poer;2023;None;акпп;дизель;150;2.0
great wall;3789000;poer;2023;None;акпп;дизель;150;2.0
haval;2299000;m6;2023;None;робот;бензин;143;1.5
haval;2299000;m6;2023;None;робот;бензин;143;1.5
haval;2299000;m6;2023;None;робот;бензин;143;1.5
;4625000;;2023;None;акпп;бензин;170;1.6
;4625000;;2023;None;акпп;бензин;170;1.6
;4660000;;2023;None;акпп;бензин;170;1.6
;4625000;;2023;None;акпп;бензин;170;1.6
;4625000;;2023;None;акпп;бензин;170;1.6
;3309900;;2023;None;робот;бензин;150;1.6
;9200000;;2023;450;акпп;гибрид;154;1.5
;2820000;;2023;None;вариатор;бензин;147;1.5
great wall;3489000;poer;2023;None;механика;дизель;150;2.0
great wall;3639000;poer;2023;None;акпп;дизель;150;2.0
great wall;3639000;poer;2023;None;акпп;дизель;150;2.0
great wall;3789000;poer;2023;None;акпп;дизель;150;2.0
great wall;3199000;poer;2023;None;механика;бензин;190;2.0
great wall;3399000;poer;2023;None;механика;дизель;150;2.0
great wall;3399000;poer;2023;None;механика;дизель;150;2.0
changan;3299000;uni-k;2023;10035;акпп;бензин;226;2.0
;1591900;;2023;None;механика;бензин;106;1.6
;1591900;;2023;None;механика;бензин;106;1.6
;1591900;;2023;None;механика;бензин;106;1.6
;1459900;;2023;None;механика;бензин;106;1.6
;1459900;;2023;None;механика;бензин;106;1.6
hyundai;2529000;elantra;2023;106;вариатор;бензин;115;1.5
;3789900;;2023;None;робот;бензин;186;1.6
geely;4200000;monjaro;2023;None;акпп;бензин;238;2.0
chery;3150000;tiggo 7 pro max;2023;20000;вариатор;бензин;147;1.5
chery;2900000;arrizo 8;2023;None;робот;бензин;186;1.6
chery;3900000;tiggo 7 pro;2023;None;акпп;гибрид;147;1.5
;931900;;2023;None;механика;бензин;90;1.6
toyota;3650000;corolla cross;2023;None;вариатор;бензин;169;2.0
;875000;;2023;4250;механика;бензин;83;1.7
lexus;11693483;rx;2023;None;;бензин;None;None
changan;2999900;uni-t;2023;None;робот;бензин;167;1.5
hyundai;3700000;tucson;2023;None;акпп;бензин;149;2.0
bmw;15050000;x6;2023;20;акпп;дизель;298;3.0
kia;4499000;sportage;2023;None;акпп;бензин;236;2.0
;920000;;2023;5000;механика;бензин;90;1.6
chery;3790000;tiggo 8 pro;2023;4208;автомат;гибрид;None;None
;6249000;;2023;1;автомат;гибрид;449;1.5
;1459900;;2023;None;механика;бензин;106;1.6
toyota;3280000;corolla cross;2023;None;вариатор;бензин;140;1.8
;1459900;;2023;None;механика;бензин;106;1.6
;1459900;;2023;None;механика;бензин;106;1.6
changan;2849900;cs55;2023;None;робот;бензин;181;1.5
;2750000;;2023;7000;робот;бензин;150;1.6
;929000;;2023;None;механика;бензин;83;1.7
;5450000;;2023;None;робот;бензин;249;2.0
cadillac;17471994;escalade;2023;45;акпп;бензин;420;6.2
;1591900;;2023;None;механика;бензин;106;1.6
;1683900;;2023;None;механика;бензин;106;1.6
;1350000;;2023;None;механика;бензин;106;1.6
;2406000;;2023;None;автомат;бензин;174;1.5
toyota;4799000;;2023;10;автомат;бензин;171;2.0
toyota;3709000;;2023;20;автомат;бензин;178;2.0
;1766000;;2023;None;автомат;бензин;150;1.5
toyota;3909000;;2023;10;автомат;бензин;171;2.0
;2136000;;2023;None;автомат;бензин;136;1.5
;1655000;;2023;None;автомат;бензин;136;1.5
toyota;4799000;;2023;10;автомат;бензин;171;2.0
;2256000;;2023;None;автомат;бензин;136;1.5
lada;819000;niva;2023;11055;механика;бензин;83;1.7
toyota;3679000;;2023;20;автомат;бензин;178;2.0
;1960000;;2023;None;автомат;бензин;136;1.5
;1590000;;2023;None;механика;бензин;136;1.5
lada;759000;granta;2023;20022;механика;бензин;90;1.6
;1590000;;2023;None;механика;бензин;136;1.5
geely;1867990;emgrand;2023;None;автомат;бензин;122;1.5
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;2828000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;2828000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;3949000;tiggo 8 pro;2023;None;автомат;гибрид;235;1.5
chery;2212000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
;2355900;;2023;None;автомат;бензин;147;1.5
chery;2670000;arrizo 8;2023;None;автомат;бензин;186;1.6
geely;4109990;monjaro;2023;None;автомат;гибрид;150;1.5
chery;3544900;tiggo 7 pro;2023;None;автомат;гибрид;235;1.5
;1973900;;2023;None;автомат;бензин;147;1.5
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
;2213900;;2023;None;автомат;бензин;147;1.5
chery;1780000;tiggo 4 pro;2023;None;автомат;бензин;113;1.5
chery;2212000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2579000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
;2355900;;2023;None;автомат;бензин;147;1.5
chery;2339500;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2377000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
geely;2697990;okavango;2023;None;автомат;бензин;177;1.5
haval;2339000;jolion;2023;None;автомат;бензин;143;1.5
chery;3282500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
haval;2860000;dargo;2023;None;автомат;бензин;192;2.0
lada;1450000;vesta;2023;15000;механика;бензин;106;1.6
haval;2189000;jolion;2023;None;автомат;бензин;143;1.5
chery;1905000;tiggo 4 pro;2023;None;автомат;бензин;113;1.5
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
geely;4109990;monjaro;2023;None;автомат;гибрид;150;1.5
chery;2339500;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2770000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2670000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2770000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2377000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;2115900;;2023;None;автомат;бензин;147;1.5
chery;3544900;tiggo 7 pro;2023;None;автомат;гибрид;235;1.5
geely;2697990;okavango;2023;None;автомат;бензин;177;1.5
;1688900;;2023;None;автомат;бензин;113;1.5
;4310000;;2023;None;автомат;бензин;249;2.0
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;2212000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2579000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2339500;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;1780000;tiggo 4 pro;2023;None;автомат;бензин;113;1.5
chery;2943000;tiggo 8 pro;2023;None;автомат;бензин;186;1.6
;2355900;;2023;None;автомат;бензин;147;1.5
;3160000;;2023;None;автомат;бензин;186;1.6
chery;1905000;tiggo 4 pro;2023;None;автомат;бензин;113;1.5
;1973900;;2023;None;автомат;бензин;147;1.5
geely;2697990;okavango;2023;None;автомат;бензин;177;1.5
haval;2339000;jolion;2023;None;автомат;бензин;143;1.5
chery;2120000;tiggo 7 pro;2023;None;автомат;бензин;147;1.5
chery;2050000;tiggo 4 pro;2023;None;механика;бензин;113;1.5
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
haval;2189000;jolion;2023;None;автомат;бензин;143;1.5
chery;2828000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;1965000;tiggo 4 pro;2023;None;автомат;бензин;147;1.5
geely;4109990;monjaro;2023;None;автомат;гибрид;150;1.5
;1973900;;2023;None;автомат;бензин;147;1.5
chery;1965000;tiggo 4 pro;2023;None;автомат;бензин;147;1.5
;3090000;;2023;None;автомат;бензин;197;2.0
;1973900;;2023;None;автомат;бензин;147;1.5
chery;2377000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;3090000;;2023;None;автомат;бензин;197;2.0
;2213900;;2023;None;автомат;бензин;147;1.5
kia;2100000;;2023;None;автомат;бензин;100;1.4
chery;1905000;tiggo 4 pro;2023;None;автомат;бензин;113;1.5
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;2670000;arrizo 8;2023;None;автомат;бензин;186;1.6
;2115900;;2023;None;автомат;бензин;147;1.5
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
;2483900;;2023;None;автомат;бензин;150;1.6
chery;2943000;tiggo 8 pro;2023;None;автомат;бензин;186;1.6
chery;2212000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2670000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;2212000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;2115900;;2023;None;автомат;бензин;147;1.5
chery;2943000;tiggo 8 pro;2023;None;автомат;бензин;186;1.6
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;2567000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;1780000;tiggo 4 pro;2023;None;автомат;бензин;113;1.5
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;3949000;tiggo 8 pro;2023;None;автомат;гибрид;235;1.5
chery;2065000;tiggo 4 pro;2023;None;автомат;бензин;147;1.5
;3870000;;2023;None;автомат;бензин;249;2.0
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
haval;2948000;dargo;2023;None;автомат;бензин;192;2.0
chery;2212000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;2339500;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2065000;tiggo 4 pro;2023;None;автомат;бензин;147;1.5
chery;3282500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
jac;2150000;;2023;None;автомат;бензин;174;1.5
chery;2770000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
changan;3348900;uni-k;2023;None;автомат;бензин;226;2.0
chery;2339500;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2339500;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2579000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;2943000;tiggo 8 pro;2023;None;автомат;бензин;186;1.6
;2355900;;2023;None;автомат;бензин;147;1.5
kia;2900000;sportage;2023;None;автомат;бензин;161;2.0
dongfeng;2349000;;2023;148;автомат;бензин;190;1.5
chery;2770000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2377000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1559000;vesta;2023;11826;механика;бензин;106;1.6
chery;3508500;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
haval;2006000;jolion;2023;None;автомат;бензин;150;1.5
chery;3949000;tiggo 8 pro;2023;None;автомат;гибрид;235;1.5
;3090000;;2023;None;автомат;бензин;197;2.0
chery;2377000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;3130000;;2023;None;автомат;бензин;150;1.6
;2355900;;2023;None;автомат;бензин;147;1.5
chery;2798000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
chery;2943000;tiggo 8 pro;2023;None;автомат;бензин;186;1.6
chery;1965000;tiggo 4 pro;2023;None;автомат;бензин;147;1.5
chery;2943000;tiggo 8 pro;2023;None;автомат;бензин;186;1.6
haval;2860000;dargo;2023;None;автомат;бензин;192;2.0
;5499000;;2023;9689;автомат;бензин;299;3.0
