Brand;Price;Model;Year;Odometer;Transmission;Fuel;Horse_Power;Engine
dongfeng;1345000;ax7;2018;226966;автомат;бензин;140;2.0
;2919000;;2018;110553;автомат;бензин;190;2.0
lada;950000;largus;2018;165001;механика;бензин;87;1.6
kia;1309000;rio;2018;84378;механика;бензин;123;1.6
renault;1355000;;2018;142091;автомат;бензин;114;1.6
hyundai;1579000;solaris;2018;79300;автомат;бензин;100;1.4
hyundai;1720000;creta;2018;154386;автомат;бензин;123;1.6
renault;1560000;;2018;170005;автомат;бензин;143;2.0
skoda;1670000;octavia;2018;112011;механика;бензин;110;1.6
kia;1055000;rio;2018;115000;механика;бензин;100;1.4
kia;1699000;cerato;2018;170102;автомат;бензин;150;2.0
mercedes-benz;2989000;mercedes;2018;62464;автомат;дизель;136;2.1
hyundai;1485000;solaris;2018;141996;автомат;бензин;123;1.6
honda;2550000;cr-v;2018;105500;автомат;бензин;193;1.5
hyundai;2569000;santa fe;2018;171479;автомат;бензин;188;2.4
mitsubishi;1889000;asx;2018;133141;механика;бензин;117;1.6
kia;1269000;rio;2018;152093;механика;бензин;123;1.6
mazda;2490000;cx-5;2018;172001;автомат;бензин;194;2.5
kia;1420000;soul;2018;105336;механика;бензин;124;1.6
bmw;3800000;6 серии;2018;128205;автомат;дизель;249;3.0
hyundai;1459000;solaris;2018;89264;механика;бензин;123;1.6
mazda;2839000;cx-5;2018;72955;автомат;бензин;194;2.5
haval;1719000;h6;2018;30000;автомат;бензин;143;1.5
kia;1029000;rio;2018;330801;механика;бензин;100;1.4
hyundai;4030000;grand starex;2018;100000;автомат;дизель;175;2.5
ford;1320000;fiesta;2018;73733;автомат;бензин;105;1.6
kia;1640000;ceed;2018;96000;механика;бензин;130;1.6
kia;1569000;rio;2018;51072;автомат;бензин;123;1.6
volkswagen;2740000;tiguan;2018;114121;автомат;бензин;180;2.0
volkswagen;1379000;polo;2018;95000;автомат;бензин;110;1.6
hyundai;2519000;tucson;2018;144046;автомат;бензин;150;2.0
kia;1590000;rio;2018;62501;автомат;бензин;123;1.6
kia;1780000;cerato;2018;94002;автомат;бензин;150;2.0
hyundai;2300000;tucson;2018;115116;автомат;бензин;150;2.0
renault;1445000;;2018;72501;автомат;бензин;102;1.6
skoda;1710000;octavia;2018;76154;автомат;бензин;110;1.6
kia;2540000;sportage;2018;27778;автомат;бензин;150;2.0
renault;1550000;;2018;112068;механика;бензин;143;2.0
kia;1330000;rio;2018;137971;механика;бензин;123;1.6
kia;1130000;rio;2018;126100;механика;бензин;100;1.4
kia;2650000;optima;2018;56257;автомат;бензин;245;2.0
kia;2169000;sportage;2018;130010;автомат;бензин;150;2.0
kia;2019000;cerato;2018;62275;автомат;бензин;150;2.0
hyundai;1850000;creta;2018;94000;автомат;бензин;123;1.6
kia;2169000;sportage;2018;115004;автомат;бензин;150;2.0
lada;933000;xray;2018;32000;автомат;бензин;122;1.8
haval;1750000;h6;2018;70001;автомат;бензин;143;1.5
kia;1580000;rio;2018;48554;автомат;бензин;123;1.6
renault;895000;;2018;176501;механика;бензин;82;1.6
;1219000;;2018;49081;механика;бензин;149;1.5
hyundai;1359000;solaris;2018;113001;автомат;бензин;100;1.4
kia;1279000;picanto;2018;77900;автомат;бензин;84;1.3
renault;1350000;;2018;42103;механика;бензин;82;1.6
hyundai;1600000;sonata;2018;137643;автомат;бензин;152;2.0
kia;3149000;carnival;2018;126300;автомат;дизель;202;2.2
lada;970000;xray;2018;142500;механика;бензин;106;1.6
lada;980000;xray;2018;87952;механика;бензин;122;1.8
hyundai;1830000;creta;2018;108900;автомат;бензин;123;1.6
kia;1295000;rio;2018;180891;механика;бензин;123;1.6
hyundai;1470000;solaris;2018;82000;автомат;бензин;100;1.4
datsun;755000;mi-do;2018;115501;механика;бензин;87;1.6
lada;965000;vesta;2018;118500;механика;бензин;106;1.6
haval;1699000;h6;2018;56000;механика;бензин;143;1.5
chevrolet;899000;niva;2018;116000;механика;бензин;80;1.7
kia;1550000;rio;2018;100023;автомат;бензин;123;1.6
kia;1200000;rio;2018;87816;механика;бензин;100;1.4
kia;1520000;rio;2018;110996;автомат;бензин;123;1.6
lada;1190000;vesta;2018;56058;механика;бензин;106;1.6
renault;1700000;;2018;76143;автомат;бензин;143;2.0
hyundai;1330000;solaris;2018;69284;автомат;бензин;100;1.4
kia;1449000;rio;2018;122563;автомат;бензин;100;1.4
hyundai;1310000;solaris;2018;75002;автомат;бензин;123;1.6
hyundai;1690000;solaris;2018;39001;автомат;бензин;123;1.6
volkswagen;3050000;tiguan;2018;72949;автомат;дизель;150;2.0
renault;749000;;2018;245936;механика;бензин;82;1.6
hyundai;1665000;elantra;2018;81571;автомат;бензин;150;2.0
hyundai;2590000;santa fe;2018;108000;автомат;бензин;188;2.4
ford;1225000;fiesta;2018;66550;автомат;бензин;105;1.6
kia;1879000;sportage;2018;113001;автомат;бензин;150;2.0
lada;920000;largus;2018;167577;механика;бензин;106;1.6
lada;1259000;xray;2018;34002;механика;бензин;122;1.8
hyundai;1450000;solaris;2018;84000;автомат;бензин;123;1.6
hyundai;2399000;tucson;2018;124119;автомат;бензин;150;2.0
kia;2249000;sportage;2018;81017;автомат;бензин;150;2.0
kia;1600000;ceed;2018;158993;автомат;бензин;130;1.6
hyundai;1520000;solaris;2018;87100;автомат;бензин;123;1.6
skoda;1490000;rapid;2018;71000;механика;бензин;90;1.6
kia;1779000;ceed;2018;120696;автомат;бензин;130;1.6
hyundai;1699000;creta;2018;96956;автомат;бензин;123;1.6
kia;1968000;ceed;2018;45890;автомат;бензин;140;1.4
lada;989000;vesta;2018;108001;автомат;бензин;106;1.6
lada;1049000;vesta;2018;64598;механика;бензин;106;1.6
kia;2219000;sportage;2018;108716;автомат;бензин;150;2.0
kia;2999000;sorento;2018;109299;автомат;дизель;200;2.2
lada;970000;xray;2018;45000;автомат;бензин;122;1.8
hyundai;1690000;creta;2018;142001;автомат;бензин;123;1.6
nissan;2029000;x-trail;2018;96607;механика;дизель;130;1.6
kia;1777000;cerato;2018;151000;автомат;бензин;150;2.0
volkswagen;2304000;passat;2018;88261;автомат;бензин;150;1.4
mercedes-benz;2749000;mercedes;2018;149410;автомат;бензин;211;2.0
lada;1249000;xray;2018;77133;механика;бензин;122;1.8
kia;1450000;rio;2018;131901;автомат;бензин;100;1.4
chery;1179000;tiggo 3;2018;61810;механика;бензин;126;1.6
kia;1520000;rio;2018;93000;механика;бензин;123;1.6
kia;1379000;rio;2018;146785;автомат;бензин;123;1.6
ford;1450000;ecosport;2018;60001;автомат;бензин;122;1.6
hyundai;2000000;creta;2018;119307;автомат;бензин;121;1.6
kia;1889000;sportage;2018;80504;механика;бензин;150;2.0
toyota;2499000;C-классhr;2018;51000;автомат;бензин;148;2.0
kia;1395000;rio;2018;92002;механика;бензин;123;1.6
kia;2469000;sportage;2018;132050;автомат;бензин;150;2.0
volkswagen;2795000;tiguan;2018;100639;автомат;дизель;150;2.0
kia;1475000;rio;2018;114584;автомат;бензин;123;1.6
haval;1749000;h6;2018;74622;автомат;бензин;143;1.5
renault;1299000;;2018;92000;автомат;бензин;114;1.6
kia;1569000;rio;2018;107280;автомат;бензин;123;1.6
hyundai;1718000;creta;2018;78000;автомат;бензин;123;1.6
kia;1640000;rio;2018;105770;механика;бензин;123;1.6
;1299000;;2018;120000;автомат;бензин;150;1.6
volkswagen;2499000;tiguan;2018;100000;автомат;бензин;150;1.4
lada;890000;granta;2018;97355;автомат;бензин;98;1.6
renault;2319000;koleos;2018;141680;автомат;бензин;171;2.5
kia;1490000;rio;2018;82605;автомат;бензин;100;1.4
renault;1259000;;2018;79873;механика;бензин;113;1.6
suzuki;1890000;jimny;2018;87851;автомат;бензин;85;1.3
kia;1550000;cerato;2018;151379;автомат;бензин;150;2.0
hyundai;1900000;creta;2018;29128;автомат;бензин;123;1.6
ford;1520000;kuga;2018;175931;автомат;бензин;150;1.5
haval;1479000;h6;2018;95001;механика;бензин;143;1.5
kia;1549000;rio;2018;63810;механика;бензин;123;1.6
renault;1450000;;2018;96060;автомат;бензин;114;1.6
lada;959000;vesta;2018;97313;механика;бензин;106;1.6
hyundai;2449000;tucson;2018;63800;автомат;бензин;150;2.0
lexus;3349000;nx;2018;67000;автомат;бензин;150;2.0
lada;1090000;xray;2018;101300;механика;бензин;122;1.8
lifan;1365000;x70;2018;153472;автомат;бензин;136;2.0
mitsubishi;1820000;outlander;2018;130001;автомат;бензин;167;2.4
volkswagen;1319000;polo;2018;64024;механика;бензин;90;1.6
hyundai;2010000;creta;2018;70721;автомат;бензин;149;2.0
renault;1450000;;2018;123000;механика;бензин;114;1.6
volkswagen;3069000;tiguan;2018;79413;автомат;дизель;150;2.0
kia;1530000;rio;2018;115515;автомат;бензин;123;1.6
kia;2450000;sportage;2018;65637;автомат;бензин;150;2.0
ssangyong;3600000;rexton;2018;67000;автомат;дизель;181;2.2
hyundai;3040000;santa fe;2018;169902;автомат;дизель;200;2.2
lada;989000;xray;2018;109135;механика;бензин;106;1.6
mercedes-benz;5945000;mercedes;2018;94056;автомат;дизель;249;3.0
kia;1549000;rio;2018;78292;автомат;бензин;123;1.6
lada;979000;vesta;2018;87275;механика;бензин;106;1.6
kia;2450000;sportage;2018;87348;автомат;бензин;150;2.0
toyota;2721000;;2018;88788;автомат;бензин;181;2.5
lada;988000;xray;2018;58000;механика;бензин;106;1.6
hyundai;2069900;tucson;2018;120000;автомат;бензин;150;2.0
lada;929990;priora;2018;96001;механика;бензин;106;1.6
lada;779990;4x4;2018;35000;механика;бензин;83;1.7
lada;750000;granta;2018;67000;механика;бензин;87;1.6
lada;609990;4x4;2018;141352;механика;бензин;83;1.7
lada;899990;vesta;2018;110000;механика;бензин;106;1.6
lada;589990;granta;2018;106946;механика;бензин;87;1.6
lada;1045990;vesta;2018;110000;механика;бензин;122;1.8
renault;1610000;;2018;97001;автомат;бензин;143;2.0
lada;885000;xray;2018;158000;механика;бензин;106;1.6
datsun;459990;;2018;177420;механика;бензин;87;1.6
kia;1546000;cerato;2018;167869;автомат;бензин;150;2.0
renault;1514990;;2018;89130;механика;бензин;82;1.6
volkswagen;1369990;polo;2018;55000;автомат;бензин;110;1.6
mitsubishi;1999990;eclipse cross;2018;42636;автомат;бензин;150;1.5
kia;1269990;ceed;2018;191263;автомат;бензин;130;1.6
kia;1849990;optima;2018;140001;механика;бензин;150;2.0
nissan;1350000;nv200;2018;141000;автомат;бензин;109;1.6
dongfeng;1499000;ax7;2018;90000;автомат;бензин;140;2.0
lada;1199990;xray;2018;73100;механика;бензин;122;1.8
kia;1769900;ceed;2018;11000;механика;бензин;128;1.6
renault;999990;;2018;93000;механика;бензин;82;1.6
chevrolet;873990;niva;2018;75303;механика;бензин;80;1.7
lada;1120000;vesta;2018;34000;механика;бензин;106;1.6
hyundai;1899900;creta;2018;71421;автомат;бензин;123;1.6
tesla;3680000;model 3;2018;57289;автомат;электро;340;None
bmw;5390000;x3;2018;58931;автомат;дизель;249;3.0
volkswagen;939990;polo;2018;188000;механика;бензин;110;1.6
lada;1039990;largus;2018;106802;механика;бензин;87;1.6
datsun;595990;;2018;143000;механика;бензин;106;1.6
lada;574700;4x4;2018;200005;механика;бензин;83;1.7
lada;919990;xray;2018;115004;механика;бензин;106;1.6
lada;694990;kalina;2018;93000;механика;бензин;87;1.6
hyundai;1832000;creta;2018;107577;автомат;бензин;123;1.6
lada;959990;granta;2018;56569;автомат;бензин;98;1.6
volkswagen;2619000;tiguan;2018;59870;автомат;бензин;180;2.0
lada;1215990;vesta;2018;76000;механика;бензин;106;1.6
lifan;795990;x50;2018;61000;автомат;бензин;103;1.5
lada;619990;granta;2018;96000;механика;бензин;87;1.6
lada;689990;kalina;2018;63000;механика;бензин;87;1.6
renault;1096000;;2018;93085;механика;бензин;82;1.6
bmw;4749000;x5;2018;54835;автомат;дизель;218;3.0
hyundai;1198000;solaris;2018;152884;механика;бензин;123;1.6
volkswagen;1120000;polo;2018;85908;механика;бензин;110;1.6
kia;1293000;cerato;2018;149569;механика;бензин;130;1.6
lada;744990;granta;2018;42000;механика;бензин;87;1.6
;1274000;;2018;37123;механика;бензин;135;2.7
volkswagen;1549900;jetta;2018;78001;автомат;бензин;125;1.4
chery;980990;tiggo 3;2018;158000;механика;бензин;126;1.6
lada;929990;xray;2018;94931;механика;бензин;106;1.6
lada;869990;largus;2018;105000;механика;бензин;87;1.6
lada;989000;vesta;2018;163100;механика;бензин;106;1.6
volkswagen;1049990;polo;2018;130000;механика;бензин;110;1.6
lada;609990;priora;2018;123458;механика;бензин;87;1.6
lada;629000;granta;2018;65801;механика;бензин;87;1.6
lada;1209990;vesta;2018;95000;механика;бензин;106;1.6
lada;899900;vesta;2018;57500;механика;бензин;106;1.6
kia;2274000;sportage;2018;89008;автомат;бензин;150;2.0
lada;949900;xray;2018;87001;механика;бензин;106;1.6
toyota;3120000;;2018;47000;автомат;бензин;146;2.0
lada;1099990;xray;2018;98000;механика;бензин;122;1.8
kia;1275990;rio;2018;162002;автомат;бензин;123;1.6
nissan;1579000;terrano;2018;105500;автомат;бензин;143;2.0
lada;979990;largus;2018;168001;механика;бензин;106;1.6
honda;1379990;fit;2018;54000;автомат;бензин;100;1.3
renault;969990;;2018;49000;механика;бензин;82;1.6
land rover;8049000;range rover sport;2018;33437;автомат;дизель;306;3.0
hyundai;2199000;tucson;2018;119151;механика;бензин;150;2.0
lifan;1269000;myway;2018;60101;механика;бензин;125;1.8
kia;1259000;picanto;2018;112705;автомат;бензин;84;1.3
mazda;2729000;cx-5;2018;123328;автомат;бензин;150;2.0
geely;1949000;atlas;2018;80047;автомат;бензин;149;2.4
ford;1959000;kuga;2018;49158;автомат;бензин;150;1.5
ford;1219000;ecosport;2018;99893;автомат;бензин;122;1.6
;1609000;;2018;83427;автомат;бензин;143;1.5
cadillac;5350000;escalade;2018;91753;автомат;бензин;426;6.2
toyota;2649000;;2018;102616;автомат;бензин;146;2.0
ford;1149000;focus;2018;171699;автомат;бензин;105;1.6
renault;1469000;;2018;114219;механика;бензин;114;1.6
hyundai;1999000;creta;2018;82833;автомат;бензин;149;2.0
kia;3299000;carnival;2018;140105;автомат;дизель;202;2.2
kia;2849000;sorento;2018;134598;автомат;дизель;200;2.2
lada;925000;vesta;2018;69140;автомат;бензин;106;1.6
audi;7350000;q8;2018;76790;автомат;бензин;340;3.0
volkswagen;1500000;polo;2018;42000;автомат;бензин;110;1.6
lada;750000;granta;2018;53400;механика;бензин;106;1.6
kia;1545000;cerato;2018;107700;автомат;бензин;130;1.6
datsun;700000;;2018;48449;механика;бензин;87;1.6
renault;1595000;;2018;132868;механика;бензин;143;2.0
lada;945000;vesta;2018;81121;механика;бензин;106;1.6
datsun;670000;;2018;52100;механика;бензин;87;1.6
lada;590000;priora;2018;164674;механика;бензин;87;1.6
chevrolet;810000;niva;2018;127330;механика;бензин;80;1.7
lada;670000;granta;2018;67122;механика;бензин;87;1.6
lada;730000;granta;2018;91000;механика;бензин;106;1.6
dongfeng;1380000;ax7;2018;108397;автомат;бензин;140;2.0
mitsubishi;1960000;outlander;2018;148394;автомат;бензин;146;2.0
lada;1330000;vesta;2018;25977;автомат;бензин;122;1.8
renault;670000;;2018;161550;механика;бензин;82;1.6
lada;545000;granta;2018;80150;механика;бензин;87;1.6
lada;685000;kalina;2018;58725;механика;бензин;87;1.6
renault;650000;;2018;234556;автомат;бензин;102;1.6
volkswagen;1055000;polo;2018;168690;механика;бензин;110;1.6
lada;930000;xray;2018;85450;механика;бензин;106;1.6
lada;720000;xray;2018;201920;механика;бензин;122;1.8
lada;945000;vesta;2018;71828;механика;бензин;106;1.6
volkswagen;1090000;polo;2018;279974;автомат;бензин;110;1.6
lada;725000;kalina;2018;65891;механика;бензин;87;1.6
lada;800000;granta;2018;89594;механика;бензин;106;1.6
lada;890000;vesta;2018;140143;механика;бензин;106;1.6
lada;835000;largus;2018;215386;механика;бензин;87;1.6
volkswagen;1330000;polo;2018;48818;автомат;бензин;110;1.6
datsun;480000;;2018;206408;механика;бензин;87;1.6
lifan;1348000;x70;2018;66999;автомат;бензин;136;2.0
lexus;4319000;rx;2018;108076;автомат;бензин;238;2.0
lada;745000;granta;2018;52600;механика;бензин;87;1.6
mercedes-benz;5398000;mercedes;2018;118285;автомат;дизель;249;3.0
mercedes-benz;6429000;mercedes;2018;100000;автомат;бензин;367;3.0
;1199000;;2018;46482;механика;бензин;135;2.7
hyundai;1389000;solaris;2018;130000;автомат;бензин;123;1.6
volkswagen;1679000;jetta;2018;85000;автомат;бензин;110;1.6
renault;1249000;;2018;155000;механика;дизель;109;1.5
lada;499000;granta;2018;135625;механика;бензин;87;1.6
renault;1775000;;2018;51101;автомат;бензин;143;2.0
honda;3349000;cr-v;2018;87000;автомат;бензин;150;2.0
nissan;1199000;almera;2018;12000;механика;бензин;102;1.6
honda;1049000;;2018;48100;автомат;бензин;64;0.7
kia;1700000;rio;2018;76287;автомат;бензин;123;1.6
chevrolet;978000;niva;2018;22500;механика;бензин;80;1.7
renault;1850000;;2018;32728;механика;бензин;143;2.0
volkswagen;2260000;tiguan;2018;74666;механика;бензин;125;1.4
ford;1630000;kuga;2018;62736;автомат;бензин;150;1.5
toyota;3573000;fortuner;2018;173347;автомат;дизель;177;2.8
chevrolet;811000;niva;2018;141635;механика;бензин;80;1.7
hyundai;1480000;elantra;2018;90810;механика;бензин;128;1.6
lexus;3300000;es;2018;181000;автомат;бензин;200;2.5
lada;810000;largus;2018;94649;механика;бензин;87;1.6
ford;1570000;focus;2018;65000;механика;дизель;120;1.5
renault;1679000;;2018;88806;автомат;бензин;114;1.6
renault;720000;;2018;146793;механика;бензин;82;1.6
honda;1179000;;2018;77127;автомат;бензин;58;0.7
kia;1419000;rio;2018;114612;автомат;бензин;123;1.6
hyundai;2839000;santa fe;2018;170220;автомат;дизель;200;2.2
;1049000;;2018;147881;механика;бензин;150;2.7
skoda;1709000;octavia;2018;169256;автомат;бензин;110;1.6
lada;689000;granta;2018;61617;механика;бензин;87;1.6
jaguar;3509000;f-pace;2018;46321;автомат;дизель;240;2.0
suzuki;2214000;sx4;2018;85000;автомат;бензин;117;1.6
nissan;1193000;note;2018;66000;автомат;бензин;80;1.2
suzuki;1128000;swift;2018;135000;автомат;бензин;91;1.2
toyota;3122000;;2018;61015;автомат;бензин;180;2.5
lada;664000;4x4;2018;97301;механика;бензин;83;1.7
lada;685000;4x4;2018;22500;механика;бензин;83;1.7
toyota;1172000;tank;2018;129000;автомат;бензин;98;1.0
toyota;1188000;;2018;82700;автомат;бензин;69;1.0
toyota;5044000;;2018;36800;автомат;бензин;163;2.7
kia;1449000;rio;2018;81632;автомат;бензин;123;1.6
kia;1280990;rio;2018;112000;механика;бензин;123;1.6
kia;1077000;rio;2018;200316;автомат;бензин;100;1.4
kia;1038000;rio;2018;198956;автомат;бензин;100;1.4
skoda;1349990;octavia;2018;261000;автомат;бензин;110;1.6
lada;749000;granta;2018;101000;механика;бензин;87;1.6
lada;899990;xray;2018;65113;механика;бензин;106;1.6
bmw;3580000;5 серии;2017;137000;акпп;бензин;252;2.0
lexus;4200000;rx;2017;150000;акпп;бензин;238;2.0
bmw;4450000;x6;2017;87000;акпп;дизель;249;3.0
audi;2400000;q3;2017;112000;робот;бензин;180;2.0
hyundai;2195000;tucson;2017;66500;акпп;бензин;149;2.0
toyota;1100000;tank;2017;99500;вариатор;бензин;69;1.0
mercedes-benz;4770999;mercedes;2017;142000;акпп;бензин;333;3.0
suzuki;1355000;swift;2017;55000;акпп;бензин;102;1.0
kia;1179000;rio;2017;58367;акпп;бензин;123;1.6
renault;1609000;;2017;80001;акпп;бензин;143;2.0
kia;1810000;sportage;2017;164000;акпп;бензин;150;2.0
mitsubishi;2840000;pajero sport;2017;160001;акпп;дизель;181;2.4
hyundai;1895000;creta;2017;63001;акпп;бензин;149;2.0
mitsubishi;3000000;pajero sport;2017;130766;акпп;дизель;181;2.4
kia;1080000;rio;2017;231516;акпп;бензин;123;1.6
kia;1730000;rio;2017;103802;акпп;бензин;123;1.6
mercedes-benz;6289000;mercedes;2017;159310;акпп;бензин;585;5.5
toyota;1680000;corolla;2017;175550;вариатор;бензин;140;1.8
;1050000;;2017;187000;акпп;бензин;115;1.6
mitsubishi;3110000;pajero sport;2017;145000;акпп;дизель;181;2.4
bmw;4620000;x6;2017;164415;акпп;бензин;306;3.0
honda;1125999;fit;2017;135000;робот;гибрид;110;1.5
lexus;3600000;nx;2017;98500;вариатор;бензин;150;2.0
audi;3100000;a4;2017;115943;робот;бензин;249;2.0
audi;4650000;q7;2017;170148;акпп;дизель;249;3.0
hyundai;1480000;solaris;2017;66198;акпп;бензин;123;1.6
subaru;2130000;levorg;2017;131000;вариатор;бензин;170;1.6
mercedes-benz;6500000;mercedes;2017;95000;акпп;дизель;340;2.9
mercedes-benz;6500000;mercedes;2017;95000;акпп;дизель;340;2.9
hyundai;1547000;solaris;2017;65000;акпп;бензин;123;1.6
honda;1990000;stepwgn;2017;77000;автомат;бензин;145;1.5
honda;1450000;shuttle;2017;81500;автомат;гибрид;140;1.5
toyota;2690000;harrier;2017;95000;вариатор;бензин;151;2.0
nissan;1350000;leaf;2017;50000;акпп;электро;150;None
mazda;2238000;cx-5;2017;134000;акпп;бензин;150;2.0
toyota;2498000;;2017;111000;вариатор;гибрид;99;1.8
toyota;1250000;;2017;81000;вариатор;бензин;99;1.3
nissan;699000;dayz;2017;106000;вариатор;бензин;49;0.7
kia;1949000;sportage;2017;140445;акпп;бензин;150;2.0
hyundai;1090400;solaris;2017;168946;механика;бензин;123;1.6
subaru;999000;;2017;120500;вариатор;бензин;69;1.0
subaru;2799000;xv;2017;61900;вариатор;бензин;150;2.0
mercedes-benz;4799000;mercedes;2017;38500;акпп;бензин;367;3.0
kia;3100000;sorento;2017;138000;акпп;дизель;200;2.2
mitsubishi;950000;;2017;103350;вариатор;бензин;64;0.7
nissan;790000;ad;2017;163000;вариатор;бензин;111;1.5
kia;1090000;rio;2017;133916;механика;бензин;123;1.6
kia;1150000;rio;2017;160000;акпп;бензин;123;1.6
volkswagen;1390000;polo;2017;63603;механика;бензин;110;1.6
;843700;;2017;55236;механика;бензин;87;1.6
kia;1780200;soul;2017;100481;акпп;бензин;124;1.6
toyota;1149000;passo;2017;108000;вариатор;бензин;69;1.0
hyundai;1330000;solaris;2017;130300;механика;бензин;123;1.6
;699000;;2017;98400;механика;бензин;87;1.6
toyota;1220000;;2017;79700;вариатор;бензин;69;1.0
;550000;;2017;220000;механика;бензин;87;1.6
kia;1329990;cerato;2017;199000;акпп;бензин;150;2.0
;810000;;2017;98200;механика;бензин;106;1.6
kia;1525000;rio;2017;96654;акпп;бензин;123;1.6
kia;1250000;rio;2017;208000;акпп;бензин;123;1.6
;810000;;2017;98200;механика;бензин;106;1.6
kia;1525000;rio;2017;96654;акпп;бензин;123;1.6
kia;1250000;rio;2017;208000;акпп;бензин;123;1.6
toyota;1190000;passo;2017;27000;вариатор;бензин;69;1.0
lifan;765000;x50;2017;102971;механика;бензин;103;1.5
toyota;2750000;;2017;102000;акпп;бензин;181;2.5
volkswagen;1350000;jetta;2017;176519;механика;бензин;110;1.6
mercedes-benz;1540000;mercedes;2017;77000;робот;бензин;122;1.6
lifan;850000;x50;2017;42800;вариатор;бензин;103;1.5
nissan;1799000;skyline;2017;86899;акпп;бензин;211;2.0
subaru;1400000;impreza;2017;85000;вариатор;бензин;115;1.6
nissan;1270000;note;2017;95000;акпп;гибрид;79;1.2
mercedes-benz;4500000;mercedes;2017;67000;акпп;бензин;184;2.0
toyota;2500000;;2017;124500;акпп;бензин;203;2.5
kia;1249000;;2017;80727;автомат;бензин;67;1.0
lexus;4100000;nx;2017;62000;вариатор;бензин;150;2.0
kia;1285000;rio;2017;68654;акпп;бензин;107;1.4
nissan;2299000;x-trail;2017;98942;вариатор;бензин;144;2.0
honda;815000;n-wgn;2017;68000;автомат;бензин;58;0.7
kia;2186100;optima;2017;109771;акпп;бензин;188;2.4
lifan;669000;x50;2017;60000;автомат;бензин;103;1.5
volkswagen;2679000;tiguan;2017;106000;автомат;бензин;220;2.0
lifan;819000;murman;2017;155076;механика;бензин;128;1.8
;3810000;;2017;111801;автомат;дизель;235;2.0
lada;915000;vesta;2017;151339;механика;бензин;106;1.6
renault;1409000;;2017;124000;автомат;бензин;143;2.0
volkswagen;1150000;polo;2017;112041;автомат;бензин;110;1.6
lada;955000;xray;2017;54285;механика;бензин;122;1.8
hyundai;1369000;solaris;2017;97466;механика;бензин;123;1.6
renault;1449000;;2017;122011;механика;бензин;114;1.6
nissan;2275000;x-trail;2017;89016;автомат;бензин;144;2.0
kia;1549000;rio;2017;80000;автомат;бензин;123;1.6
kia;1980000;optima;2017;135100;автомат;бензин;185;2.4
volkswagen;1940000;tiguan;2017;157000;автомат;бензин;150;1.4
skoda;1730000;octavia;2017;119000;автомат;бензин;110;1.6
nissan;2318000;x-trail;2017;87700;автомат;бензин;171;2.5
nissan;1950000;x-trail;2017;121001;автомат;бензин;144;2.0
volkswagen;2410000;tiguan;2017;112963;автомат;дизель;150;2.0
lada;879000;priora;2017;85985;механика;бензин;106;1.6
hyundai;1880000;sonata;2017;152557;автомат;бензин;151;2.0
lada;899000;vesta;2017;119553;механика;бензин;106;1.6
lada;970000;vesta;2017;59091;механика;бензин;106;1.6
skoda;1450000;rapid;2017;101000;автомат;бензин;125;1.4
ford;1279000;focus;2017;61066;автомат;бензин;105;1.6
volkswagen;1350000;polo;2017;122993;автомат;бензин;110;1.6
lada;749000;kalina;2017;90001;механика;бензин;106;1.6
hyundai;1389000;solaris;2017;118362;автомат;бензин;100;1.4
lada;915000;vesta;2017;106256;автомат;бензин;122;1.8
kia;1950000;sportage;2017;173819;автомат;бензин;150;2.0
volkswagen;1449000;jetta;2017;107000;автомат;бензин;110;1.6
kia;2050000;sportage;2017;105000;автомат;бензин;150;2.0
lada;850000;vesta;2017;136001;автомат;бензин;106;1.6
kia;1189000;rio;2017;151239;механика;бензин;100;1.4
hyundai;1629000;creta;2017;135799;механика;бензин;123;1.6
skoda;1699000;;2017;84358;автомат;бензин;125;1.4
hyundai;1749000;creta;2017;78331;автомат;бензин;149;2.0
kia;1409000;ceed;2017;120605;механика;бензин;130;1.6
nissan;585000;almera;2017;478000;механика;бензин;102;1.6
renault;1250000;;2017;60000;механика;дизель;109;1.5
renault;1449000;;2017;111240;механика;бензин;114;1.6
skoda;2099000;kodiaq;2017;315000;автомат;бензин;180;2.0
kia;2190000;sportage;2017;83208;автомат;бензин;150;2.0
haval;1899000;h6;2017;72873;механика;дизель;156;2.0
brilliance;1100000;v5;2017;79384;автомат;бензин;143;1.5
renault;1595000;;2017;94686;автомат;бензин;114;1.6
mercedes-benz;5850000;mercedes;2017;152000;автомат;дизель;249;3.0
skoda;1289000;rapid;2017;88000;автомат;бензин;125;1.4
hyundai;1205000;solaris;2017;103000;автомат;бензин;123;1.6
renault;1359000;;2017;127689;автомат;бензин;114;1.6
hyundai;1670000;creta;2017;172693;автомат;бензин;123;1.6
skoda;1490000;octavia;2017;112000;автомат;бензин;110;1.6
nissan;2270000;x-trail;2017;197777;автомат;бензин;171;2.5
renault;1350000;;2017;110002;автомат;бензин;114;1.6
kia;1815000;sportage;2017;119317;механика;бензин;150;2.0
lada;850000;xray;2017;79169;механика;бензин;106;1.6
hyundai;1915000;creta;2017;119696;автомат;бензин;149;2.0
datsun;795000;;2017;107000;автомат;бензин;87;1.6
mercedes-benz;4449000;mercedes;2017;176210;автомат;бензин;333;3.0
ford;1399000;ecosport;2017;93906;механика;бензин;122;1.6
kia;1420000;rio;2017;87801;автомат;бензин;123;1.6
lada;1219000;largus;2017;120004;механика;бензин;106;1.6
